name,category,address,lat,lng,benefitValue,discountPercent,benefit_source_url,benefit_note,address_enriched
안산갈대습지공원,관광지,경기도 안산시 상록구 갈대습지로 76,37.2737227465741,126.839755313316,,,,,경기 안산시 상록구 갈대습지로 76
석남사,관광지,경기도 안성시 금광면 상촌새말길 3-120,36.9398021298702,127.307124073702,,,,,경기 안성시 금광면 상촌새말길 3-120
석수동 마애종,관광지,경기도 안양시 만안구 석수1동 산32,37.4194226969671,126.91976955167,,,,,경기 안양시 만안구 석수동 산 32
국립아세안자연휴양림,관광지,경기도 양주시 백석읍 기산로 472,37.7738232870256,126.942177966596,,,,,경기 양주시 백석읍 기산로 472
호현벽화마을,관광지,경기도 안양시 만안구 박달2동,37.4019229300595,126.904622695513,,,,,경기 안양시 만안구 호현동
안양파빌리온,관광지,경기 안양시 만안구 예술공원로 180,37.4194648286771,126.925640360355,,,,,경기 안양시 만안구 예술공원로 180
두래농원,관광지,경기 양주시 원학로147번길 123-33,37.7789271455358,127.06574673209,,,,,경기 양주시 원학로147번길 123-33
양명농원,관광지,경기 양주시 남면 삼육사로327번길 458-43,37.9247350848395,126.987237573683,,,,,경기 양주시 남면 삼육사로327번길 458-43
허브힐,관광지,경기 양주시 남면 양연로 305,37.9352950661741,127.000385396004,,,,,경기 양주시 남면 양연로 305
소리산,관광지,경기도 양평군 단월면 석산리 산24,37.6357355577076,127.614849044678,,,,,경기 양평군 단월면 석산리 산 24
양자산,관광지,경기도 양평군 강하면 성덕리,37.4594758840342,127.425736890446,,,,,경기 양평군 강하면 성덕리
다온양조장,관광지,경기 여주시 북내면 당우1길 28,37.3283325747985,127.680189162209,,,,,경기 여주시 북내면 당우1길 28
기천서원,관광지,경기도 여주시 금사면 뒷머리길 11,37.3924838300339,127.52946962329,,,,,경기 여주시 금사면 뒷머리길 11
세종국악당,관광지,경기도 여주시 영릉로 125,37.296922477043,127.625226578117,,,,,경기 여주시 영릉로 125
서봉서원,관광지,경기 여주시 흥천면 남산로 399,37.3433045259898,127.529378844667,,,,,경기 여주시 흥천면 남산로 399
상호리마을(팜스테이마을),관광지,경기 여주시 금사면 윗범실길 8-3,37.4087505112793,127.474595615036,,,,,경기 여주시 금사면 윗범실길 8-3
마감산산림욕장,관광지,경기 여주시 강천면 걸은리 산1,37.3120630255922,127.73292675946,,,,,경기 여주시 강천면 걸은리 산 1
여주해바라기체험마을,관광지,경기도 여주시 강천면 부평로 368,37.2844632200574,127.740545582372,,,,,경기 여주시 강천면 부평로 368
여주주록리사슴마을,관광지,경기 여주시 금사면 장흥로 94,37.3787318353917,127.478005386907,,,,,경기 여주시 금사면 장흥로 94
주주팜,관광지,경기 여주시 능현1길 73,37.2640462911267,127.652073174187,,,,,경기 여주시 능현1길 73
조선효종영릉재실,관광지,경기도 여주시 능서면,37.3001972675326,127.573501871315,,,,,경기 여주시 세종대왕면
석장리미술관,관광지,경기 연천군 백학면 백왕로225번길 240,38.0539656781568,126.917641798131,,,,,경기 연천군 백학면 백왕로225번길 240
고인돌유아숲체험원,관광지,경기 오산시 수목원로 449,37.1723484420203,127.048950364952,,,,,경기 오산시 수목원로 449
경기도박물관,관광지,경기도 용인시 기흥구 상갈로 6,37.2681878592972,127.108652846473,,,,,경기 용인시 기흥구 상갈로 6
오산감리교회,관광지,경기 오산시 시장길 38,37.1527007532658,127.069571722361,,,,,경기 오산시 시장길 38
손골성지,관광지,경기도 용인시 수지구 동천로437번길 67,37.3442395148356,127.052499754014,,,,,경기 용인시 수지구 동천로437번길 67
레솔레파크,관광지,경기 의왕시 왕송못동로 307,37.3071076256264,126.95314577313,,,,,경기 의왕시 왕송못동로 307
영보사,관광지,경기도 이천시 마장면 서이천로 481-77,37.2665191500814,127.396725265093,,,,,경기 이천시 마장면 서이천로 481-77
고구려밀크스쿨,관광지,경기 파주시 적성면 어못내길 150-45,38.0014363243346,126.9930125837,,,,,경기 파주시 적성면 어못내길 150-45
파주팜랜드,관광지,경기도 파주시 탄현면 새오리로 318-34,37.8100322872074,126.692396620676,,,,,경기 파주시 탄현면 새오리로 318-34
만기사,관광지,경기도 평택시 진위면 진위로 181-82,37.1082783622209,127.101139436737,,,,,경기 평택시 진위면 진위로 181-82
허준선생묘,관광지,경기 파주시 진동면 하포리 산 129,37.9278990534596,126.816198818218,,,,,경기 파주시 진동면 구암로 205
서천사,관광지,경기도 평택시 고덕면 방축4길 22-49,37.015766595344,127.044175351934,,,,,경기 평택시 고덕면 방축4길 22-49
서예마을,관광지,경기 포천시 관인면 초과리 176-3,38.1484770167716,127.242802873113,,,,,경기 포천시 관인면 창동로1754번길 70-25
왕림성당,관광지,경기 화성시 봉담읍 왕림1길 71,37.1946617786885,126.936078978234,,,,,경기 화성시 봉담읍 왕림1길 71
